,type,abstract,detail,aspect,post_nega,brand
1,assess,Ethical Trading Initiative member,"The Ethical Trading Initiative (ETI) is an alliance of companies, trade unions and voluntary organisations. They work in partnership to improve the lives of workers across the globe who make or grow consumer goods - everything from tea to T-shirts, from flowers to footballs. 
[Source 2016][More on Workers Rights]",Social, Praise,ASOS
2,assess,Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one green mark, and no red marks, indicating good performance in one or more of these areas.
[Source 2013][More on Human Rights]",Social, lesser praise ,ASOS
3,assess,B- grade at Behind the Barcode,"B- grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Social, lesser praise ,ASOS
4,assess,Workers rights,"Oxfam Australia's 2016 Naughty or Nice list ranks the biggest and most popular clothing brands on what they are actually doing to protect and support the women making our clothes, especially on whether brands are bold enough to bring the list of factories that make their clothes out of hiding. This company has been updated to 'Nice', as they have recently published a list of their supplier factories.
[Source 2017][More on Workers Rights]",Social, lesser praise ,ASOS
5,assess,Workers rights in England,"VICE News reported in 2015 that numerous former workers and unions compared the ASOS warehouse in Grimethorpe, UK to a modern-day sweatshop. Worker complaints include poor working conditions, low wages, a bullying targets regime, and a ""flex"" system, in which shifts are worked according to demand. 
[Source 2015][More on Workers Rights]",Social, Criticism,ASOS
6,assess,43/100 in Fashion Transparency Index,"The 2016 Fashion Transparency Index looks at how much brands know about their supply chains, what kind of policies they have in place and importantly, how much information they share with the public about their practices and products. This company scored 43%, signifying it makes some efforts to manage and improve their supply chains but make little supply chain information publicly available. This company still has a long way to go towards supply chain transparency.
[Source 2016][More on Sustainability Reporting]",Business Ethics, lesser criticism,ASOS
7,assess,'D' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received a 'D'.
[Source 2015][More on Sustainability Reporting]",Business Ethics, lesser criticism,ASOS
8,assess,Sustainable products,"The Green Room is an online destination within the asos.com website which promotes and sells products that are made by manufacturers who use sustainable business practices. However this only represents a small portion of ASOS's total sales.
[Source 2013][More on Eco-Certification]",Environment, minor praise,ASOS
9,assess,Fashion Loved by Forest member,"This company is a member of the Fashion Loved by Forest campaign, which came about when research found that millions of trees are used every year to produce dissolving pulp, a key ingredient for fabrics such as rayon/viscose. The campaign seeks to phase out the use of endangered forest fibre in fabric.
[Source 2015][More on Forests]",Environment, minor praise,ASOS
10,assess,Fur free retailer,"This retailer has committed to being a fur free retailer, as recognised by the International Fur Free Retailer Program.
[Source 2014][More on Animal Rights]",Animals, minor praise,ASOS
11,assess,Angora ban,"This company has taken angora items off the shelves and promised not to use angora again, following a PETA campaign launched in Dec 2013 which revealed the cruelty inflicted on angora rabbits in Chinese factory farms, where 90% of the world's angora is produced.
[Source 2017][More on Animal Rights]",Animals, minor praise,ASOS
12,assess,Better Cotton Initiative member,"This company is a member of the Better Cotton Initiative, a voluntary initiative which encourages the adoption of better management practices in cotton cultivation to achieve measurable reductions in key environmental impacts, while improving social and economic benefits for cotton farmers, small and large, worldwide.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,ASOS
