abstract,detail,company_name,aspect,post_nega,company_id
Climate action commitments,"As listed on the We Mean Business website, this company has committed to the following climate action initiatives: adopt a science-based emissions reduction target; responsible corporate engagement in climate policy; report climate change information in mainstream reports as a fiduciary duty; remove commodity-driven deforestation from all supply chains by 2020.
[Source 2017][More on Climate Change]",Alexander McQueen,Environment, minor praise,3
Sustainable Apparel Coalition member,"This company is a member of the Sustainable Apparel Coalition, a multi-stakeholder initiative launched in March 2011 by a group of global apparel and footwear companies and non-profit organizations (representing nearly one third of the global market share for apparel and footwear). The Coalition's goals are to reduce the apparel industry's environmental and social impact, and to develop a universal index to measure environmental and social performance of apparel products. 
[Source 2015][More on Multi-Stakeholder Initiatives]",Alexander McQueen,Business Ethics, minor praise,3
Leather Working Group member,"This company is a member of the Leather Working Group, a multi-stakeholder group who's objective is to develop and maintain a protocol that assesses the compliance and environmental performance of tanners and promotes sustainable and appropriate environmental business practices within the leather industry.
[Source 2016][More on Multi-Stakeholder Initiatives]",Alexander McQueen,Business Ethics, minor praise,3
Ethical Consumer profile,"This online article about PPR is from Ethical Consumer Magazine (UK), Issue 111, March/April 2008. Criticisms include use of fur and exotic leathers, and labour rights abuses.
[Source 2008]",Alexander McQueen,Information,,3
F grade at Behind the Barcode,"F grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Ally Fashion,Social, Criticism,4
100% on Corporate Equality Index,"This company is listed as having best practice on a report card on lesbian, gay, bisexual and transgender equality in corporate America.
[Source 2017][More on Workers Rights]",American Apparel,Social, lesser praise ,5
B grade at Behind the Barcode,"B grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",American Apparel,Social, lesser praise ,5
Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one red mark, indicating poor performance in one or more of these areas.
[Source 2013][More on Human Rights]",American Apparel,Social, lesser criticism,5
'D' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received a 'D'.
[Source 2017][More on Sustainability Reporting]",American Apparel,Business Ethics, lesser criticism,5
Breaching advertising codes,"This company has been criticised for offensive advertising. In 2012 the Advertising Standards Bureau upheld complaints about a print ad by this company on the grounds that it breached advertising codes. The ad was subsequently discontinued or modified.
[Source 2012][More on Irresponsible Marketing]",American Apparel,Social, minor criticism,5
Fur free retailer,"This retailer has committed to being a fur free retailer, as recognised by the International Fur Free Retailer Program.
[Source 2014][More on Animal Rights]",American Apparel,Animals, minor praise,5
SB 657 disclosure statement,"The California Transparency in Supply Chains Act of 2010 (SB 657) requires companies operating in California to disclose their efforts to eradicate slavery and human trafficking from their direct supply chains. KnowTheChain.org has examined this company's disclosure statement and concluded that it addresses the majority of SB 657 requirements. Follow the link to see this company's disclosure statement.
[Source 2013][More on Workers Rights]",American Apparel,Social, information,5
Cotton sourcing (As You Sow),"Responsible Sourcing Network's 2014 report Cotton Sourcing Snapshot: A Survey of Corporate Practices to End Forced Labor includes survey results and ratings of 49 companies reflecting actions they are taking to stop cotton from Uzbekistan picked with forced labor from entering their supply chains. The survey offered a maximum of 100 points across 11 indicators in the categories of Policy, Public Disclosure, Engagement, and Implementation & Auditing. Only five companies scored over 50 points, 19 companies scored under 25 points, and two companies scored zero. This company received a score of 32.
[Source 2014][More on Human Rights]",American Apparel,Social, information,5
